0,001417
0,001019
0,001048
0,000848
0,000867
0,000840
0,000874
0,000803
0,000694
0,001045
0,001308
0,001051
0,000767
0,000687
0,000757
0,000580
0,000640
0,000562
0,000649
0,000596
0,000816
0,002846
0,000657
0,000711
0,000697
0,000826
0,000837
0,000803
0,000544
0,000411
0,000405
0,000362
0,000304
0,000239
0,000373
0,000392
0,000387
0,000262
0,000298
0,000343
0,000243
0,000308
0,000302
0,000295
0,000288
0,000347
0,000221
0,000215
0,000362
0,000329
0,000224
0,000232
0,002439
0,000273
0,000227
0,000357
0,000226
0,000384
0,000485
0,000367
0,000339
0,000274
0,000324
0,000342
0,000258
0,000197
0,000210
0,000287
0,000213
0,000384
0,000358
0,000393
0,000347
0,000355
0,000208
0,000317
0,000228
0,000291
0,000285
0,000419
0,000267
0,000176
0,000296
0,000280
0,000276
0,000298
0,000334
0,000347
0,000275
0,000208
0,000224
0,000192
0,000216
0,000236
0,000220
0,000379
0,000291
0,000287
0,000282
0,000262
