0,001439
0,001183
0,001157
0,001297
0,001186
0,000809
0,000765
0,000902
0,000987
0,000884
0,000803
0,000662
0,000781
0,001049
0,000740
0,000752
0,000909
0,000691
0,001038
0,000939
0,000616
0,002725
0,000684
0,000876
0,000743
0,000799
0,000804
0,000522
0,000396
0,000429
0,000340
0,000297
0,000300
0,000284
0,000300
0,000426
0,000398
0,000464
0,000445
0,000402
0,000372
0,000363
0,000598
0,000420
0,000378
0,000454
0,000484
0,000355
0,000316
0,000413
0,002736
0,000507
0,000588
0,000527
0,000354
0,000470
0,000366
0,000363
0,000256
0,000424
0,000260
0,000438
0,000351
0,000231
0,000494
0,000317
0,000323
0,000370
0,000383
0,000323
0,000343
0,000348
0,000291
0,000457
0,000377
0,000473
0,000371
0,000291
0,000218
0,000315
0,000332
0,000417
0,000378
0,000768
0,000283
0,000319
0,000329
0,000321
0,000323
0,000348
0,000298
0,000206
0,000482
0,000429
0,000391
0,000343
0,000328
0,000367
0,000349
0,000341
