0,001189
0,001218
0,000852
0,000849
0,000794
0,000877
0,000645
0,000742
0,001011
0,000899
0,000892
0,000731
0,000687
0,000754
0,000801
0,000846
0,000841
0,000754
0,000733
0,001042
0,000892
0,003563
0,000687
0,000588
0,000653
0,000700
0,000576
0,000511
0,000445
0,000277
0,000275
0,000266
0,000348
0,000358
0,000283
0,000412
0,000386
0,000254
0,000375
0,000442
0,000452
0,000686
0,000446
0,000354
0,000371
0,000347
0,000446
0,000435
0,000427
0,000466
0,000348
0,002920
0,000374
0,000259
0,000238
0,000209
0,000436
0,000456
0,000435
0,000250
0,000334
0,000322
0,000332
0,000279
0,000215
0,000355
0,000329
0,000211
0,000187
0,000208
0,000223
0,000220
0,000196
0,000293
0,000259
0,000433
0,000242
0,000276
0,000274
0,000233
0,000190
0,000313
0,000332
0,000301
0,000335
0,000282
0,000324
0,000269
0,000293
0,000190
0,000189
0,000282
0,000334
0,000215
0,000282
0,000284
0,000340
0,000275
0,000281
0,000303
