0,002293
0,001479
0,001166
0,001354
0,000985
0,000905
0,001191
0,000851
0,000877
0,001016
0,000816
0,001398
0,000812
0,000956
0,001278
0,001363
0,001023
0,000853
0,000958
0,002069
0,001023
0,004457
0,001468
0,001219
0,001117
0,001277
0,000873
0,001187
0,001595
0,001642
0,000925
0,000723
0,000422
0,000529
0,000505
0,000488
0,000431
0,000462
0,000535
0,000725
0,000383
0,000414
0,000825
0,001547
0,000501
0,000490
0,000448
0,001223
0,000478
0,000423
0,000406
0,017624
0,000462
0,000445
0,000600
0,000419
0,000522
0,001359
0,000582
0,000472
0,003230
0,001286
0,002582
0,001046
0,000733
0,000730
0,000358
0,000601
0,000449
0,000590
0,000824
0,000379
0,000358
0,000535
0,000248
0,000261
0,000247
0,000308
0,000243
0,000242
0,000310
0,000989
0,000293
0,000374
0,000318
0,000317
0,000267
0,000323
0,000388
0,000474
0,000312
0,000332
0,000331
0,000338
0,000331
0,000276
0,000270
0,000280
0,000217
0,000251
