0,001161
0,000964
0,000931
0,000983
0,000598
0,000578
0,000594
0,000635
0,000577
0,000679
0,000582
0,000560
0,000888
0,000632
0,000799
0,000808
0,000773
0,000613
0,000690
0,000575
0,000646
0,002690
0,000591
0,000763
0,000892
0,000808
0,000683
0,000632
0,000435
0,000409
0,000255
0,000335
0,000261
0,000323
0,000325
0,000371
0,000245
0,000252
0,000385
0,000361
0,000400
0,000313
0,000350
0,000443
0,000485
0,000411
0,000290
0,000287
0,000407
0,000406
0,000674
0,002729
0,000321
0,000314
0,000225
0,000410
0,000316
0,000360
0,000360
0,000327
0,000248
0,000234
0,000356
0,000224
0,000279
0,000193
0,000357
0,000285
0,000220
0,000249
0,000191
0,000254
0,000191
0,000196
0,000238
0,000192
0,000454
0,000351
0,000192
0,000191
0,000272
0,000337
0,000292
0,000226
0,000242
0,000252
0,000206
0,000207
0,000336
0,000283
0,000307
0,000242
0,000241
0,000256
0,000394
0,000362
0,000238
0,000152
0,000156
0,000194
