0,000320
0,000391
0,000287
0,000522
0,000329
0,000415
0,000413
0,000311
0,000288
0,000306
0,000374
0,000240
0,000262
0,000274
0,000360
0,000340
0,000236
0,000351
0,000375
0,000256
0,000433
0,000292
0,000235
0,000280
0,000348
0,000353
0,000342
0,000509
0,000282
0,000286
0,000306
0,000165
0,000138
0,000166
0,000142
0,000206
0,000254
0,000142
0,000160
0,000158
0,000146
0,000181
0,000142
0,000207
0,000190
0,000138
0,000210
0,000163
0,000148
0,000198
0,000193
0,000170
0,000146
0,000148
0,000206
0,000188
0,000139
0,000136
0,000214
0,000186
0,000191
0,000153
0,000141
0,000131
0,000167
0,000155
0,000151
0,000148
0,000171
0,000137
0,000137
0,000143
0,000236
0,000140
0,000133
0,000184
0,000205
0,000222
0,000142
0,000145
0,000258
0,000172
0,000180
0,000219
0,000225
0,000168
0,000225
0,000152
0,000222
0,000221
0,000215
0,000164
0,000217
0,000214
0,000146
0,000138
0,000153
0,000209
0,000189
0,000136
0,001220
0,000860
0,000967
0,000837
0,000860
0,000853
0,000719
0,000609
0,000610
0,000658
0,000643
0,000694
0,000751
0,000632
0,000738
0,000733
0,000730
0,000938
0,000802
0,000747
0,000747
0,002859
0,000868
0,000794
0,000739
0,000615
0,000718
0,000787
0,000883
0,000740
0,000726
0,000589
0,000676
0,000468
0,000318
0,000555
0,000280
0,002551
0,000299
0,000256
0,000364
0,000365
0,000381
0,000369
0,000438
0,000374
0,000428
0,000416
0,000327
0,000275
0,000336
0,000297
0,000313
0,000260
0,000266
0,000270
0,000188
0,000198
0,000198
0,000202
0,000264
0,000300
0,000185
0,000192
0,000261
0,000254
0,000190
0,000316
0,000324
0,000265
0,000274
0,000263
0,000308
0,000226
0,000300
0,000253
0,000247
0,000218
0,000273
0,000292
0,000247
0,000458
0,000311
0,000191
0,000291
0,000282
0,000199
0,000263
0,000215
0,000200
0,000235
0,000265
0,000265
0,000257
0,000260
0,000263
0,000235
0,000272
0,000193
0,000241
